achat_id,client_id,produit,catégorie,quantité,prix_unitaire,montant_total,achat_effectue,segment,date_achat,retour,note_satisfaction,propension_achat,canal_achat,moyen_paiement,campagne_marketing,nom,âge,sexe,ville
11085,C49860,Stylo,Papeterie,3,2854,8562,1,Fidèles,2020-10-18,0,1,0.22,En ligne,Espèces,Non,Benjamin Le Millet,33,F,Bafoussam
11086,C53099,Huile 1L,Alimentaire,5,928,4640,1,Potentiels,2021-01-06,0,2,0.34,Magasin,Mobile Money,Non,Marc-Timothée Rolland,37,F,Douala
11087,C52173,Lait infantile,Santé,3,40722,122166,1,Fidèles,2020-05-10,0,1,0.19,Mobile,Espèces,Non,Virginie Mathieu,45,F,Yaoundé
11088,C01543,Matelas,Maison,2,16465,32930,1,Potentiels,2022-11-10,0,4,0.0,Mobile,Mobile Money,Non,Paul Lévêque,28,M,Douala
11089,C54754,Rideaux,Maison,4,53396,213584,1,Perdus,2023-12-16,0,4,0.11,Mobile,Mobile Money,Non,Jeannine Carre du Martineau,48,F,Douala
11090,C28079,Huile 1L,Alimentaire,3,2761,8283,1,Fidèles,2023-06-11,1,4,0.75,Magasin,Mobile Money,Non,Léon Bernier,33,F,Yaoundé
11091,C24599,Table,Maison,1,133464,133464,1,Potentiels,2023-11-06,0,5,0.07,Magasin,Espèces,Non,Martin Evrard,58,M,Yaoundé
11092,C02511,Biscuits,Alimentaire,5,4821,24105,1,Potentiels,2019-03-10,0,3,0.21,Magasin,Mobile Money,Non,Henri Pereira,41,F,Douala
11093,C26477,Huile 1L,Alimentaire,1,4263,4263,1,Fidèles,2023-05-25,0,2,0.14,En ligne,Espèces,Non,Véronique Marques,61,F,Douala
11094,C29570,Riz 5kg,Alimentaire,1,2988,2988,1,Fidèles,2022-09-10,0,4,0.39,En ligne,Mobile Money,Non,Richard Rousset-Weiss,20,M,Ngaoundéré
11095,C32234,Télévision,Électronique,5,359877,1799385,1,Potentiels,2023-08-22,0,5,0.61,En ligne,Carte bancaire,Non,Alex Morvan,21,M,Douala
11096,C34537,Chaise,Maison,4,45079,180316,1,Perdus,2023-03-10,0,4,0.18,En ligne,Carte bancaire,Oui,Gérard Masse,33,M,Douala
11097,C00944,Abonnement Canal+,Services,2,25000,50000,1,À risque,2023-11-13,0,1,0.7,Mobile,Espèces,Non,Cécile Louis-Perrin,45,M,Maroua
11098,C27725,Abonnement Canal+,Services,1,25000,25000,1,À risque,2022-03-23,0,3,0.45,Magasin,Espèces,Non,Isaac Lenoir,54,F,Yaoundé
11099,C21798,Tournevis,Bricolage,1,61379,61379,1,À risque,2020-11-15,0,3,0.12,Mobile,Mobile Money,Non,Océane du Teixeira,49,F,Bafoussam
11100,C53988,Shampoing,Hygiène,5,6829,34145,1,Potentiels,2021-05-25,0,1,0.45,Magasin,Mobile Money,Oui,Timothée Fontaine du Guibert,54,F,Douala
11101,C26858,Biscuits,Alimentaire,4,1218,4872,1,Potentiels,2020-03-26,0,1,0.73,Magasin,Mobile Money,Non,Denise-Élisabeth Guyot,56,M,Douala
11102,C27372,Chaise,Maison,5,15981,79905,1,Perdus,2021-01-02,0,2,0.09,En ligne,Espèces,Non,Éléonore Lemaire,56,F,Yaoundé
11103,C31734,Chemise,Textile,4,25677,102708,1,Perdus,2023-03-10,0,2,0.73,Magasin,Mobile Money,Non,Maggie Huet-Brunet,39,F,Bertoua
11104,C03243,Abonnement Canal+,Services,3,25000,75000,1,À risque,2023-08-22,0,1,0.97,En ligne,Mobile Money,Non,Pauline Moreau,33,M,Douala
11105,C35522,Lait en poudre,Alimentaire,3,2151,6453,1,Fidèles,2019-11-04,0,3,0.41,Mobile,Carte bancaire,Oui,Jérôme Baudry,25,F,Douala
11106,C33069,Jus naturel,Alimentaire,3,1789,5367,1,Perdus,2019-07-28,0,1,0.01,En ligne,Mobile Money,Non,Aimé-Tristan Weiss,42,F,Douala
11107,C40294,Shampoing,Hygiène,3,797,2391,1,Potentiels,2022-05-09,0,4,0.91,Magasin,Mobile Money,Non,Laurent Le Cordier,30,F,Douala
11108,C58407,Marteau,Bricolage,1,5190,5190,1,Champions,2023-07-05,0,5,0.96,En ligne,Espèces,Oui,Grégoire Bertrand,28,M,Bafoussam
11109,C35891,Chaussures,Textile,4,76038,304152,1,Perdus,2021-09-16,0,4,0.73,Mobile,Carte bancaire,Non,Alphonse Robert Le Olivier,68,M,Douala
11110,C06903,Rideaux,Maison,1,116069,116069,1,Perdus,2022-03-27,0,2,0.25,En ligne,Espèces,Non,Lucas Neveu,47,M,Yaoundé
0,C20334,Chemise,Textile,0,0,0,0,Potentiels,2023-05-06,0,1,0.47,0,Carte bancaire,Oui,Tristan Joseph-Letellier,22,F,Douala
11111,C55250,Lait en poudre,Alimentaire,1,1409,1409,1,À risque,2021-04-05,0,2,0.16,Magasin,Mobile Money,Oui,Zoé Guyot,29,F,Yaoundé
11112,C06575,Jus naturel,Alimentaire,5,2860,14300,1,Perdus,2022-07-31,0,3,0.73,En ligne,Carte bancaire,Non,Thibaut du Gillet,37,F,Bafoussam
11113,C46418,Stylo,Papeterie,5,3778,18890,1,Potentiels,2021-01-25,0,5,0.08,En ligne,Mobile Money,Non,Céline Leduc,46,M,Douala
11114,C43874,Recharge mobile,Services,1,53853,53853,1,Champions,2019-12-22,0,1,0.32,Mobile,Carte bancaire,Oui,François Blanchet,65,F,Douala
11115,C04058,Chemise,Textile,2,74123,148246,1,Perdus,2022-07-31,0,3,0.62,Magasin,Mobile Money,Non,Olivier Cousin,20,F,Yaoundé
11116,C39259,Cartable,Papeterie,3,18673,56019,1,Champions,2020-08-28,0,3,0.93,Magasin,Espèces,Non,Denis Berthelot,49,F,Douala
11117,C08249,Jus naturel,Alimentaire,2,4872,9744,1,Perdus,2021-08-25,0,2,0.61,Magasin,Mobile Money,Non,Robert Antoine,35,M,Douala
11118,C55075,Abonnement Canal+,Services,3,25000,75000,1,Perdus,2022-03-20,0,5,0.72,Magasin,Mobile Money,Non,Noémi Legendre du Joubert,54,M,Yaoundé
11119,C02138,Télévision,Électronique,5,437131,2185655,1,Potentiels,2021-03-28,1,3,0.54,Mobile,Espèces,Non,Bertrand Jacquet,36,M,Yaoundé
11120,C07855,Dentifrice,Hygiène,1,3771,3771,1,Perdus,2019-07-15,0,3,0.28,Magasin,Mobile Money,Non,Frédéric Reynaud,45,F,Douala
11121,C07066,Ordinateur portable,Électronique,5,63631,318155,1,À risque,2022-01-22,0,2,0.04,Magasin,Mobile Money,Non,Gabriel-Gérard Bonnet,24,F,Bertoua
11122,C35949,Télévision,Électronique,2,206356,412712,1,Perdus,2020-09-30,0,2,0.29,En ligne,Mobile Money,Non,Maryse Lamy,41,F,Bertoua
11123,C29038,Huile 1L,Alimentaire,1,1099,1099,1,Champions,2022-12-10,0,5,0.72,Magasin,Mobile Money,Non,Océane Gaillard-Lelièvre,61,M,Douala
11124,C31820,Paracétamol,Santé,4,23947,95788,1,Perdus,2020-07-06,0,1,0.91,En ligne,Mobile Money,Non,Nathalie-Charlotte Guillot,35,F,Yaoundé
11125,C49893,Cuisinière,Électroménager,5,287177,1435885,1,À risque,2022-11-26,0,3,0.2,Mobile,Mobile Money,Non,Aurore Camus de la Dubois,68,F,Douala
11126,C21966,Biscuits,Alimentaire,2,4463,8926,1,Fidèles,2019-04-30,0,3,0.98,En ligne,Espèces,Non,Monique Torres,19,M,Yaoundé
11127,C36045,Casque audio,Électronique,4,95651,382604,1,Fidèles,2020-03-19,0,5,0.71,Magasin,Mobile Money,Non,Virginie Charpentier du Mathieu,38,F,Bafoussam
11128,C47860,Télévision,Électronique,2,344225,688450,1,Perdus,2022-03-02,0,5,0.56,Mobile,Mobile Money,Non,Victor-Sébastien Grondin,41,F,Maroua
11129,C47696,Jus naturel,Alimentaire,4,2176,8704,1,Fidèles,2020-01-11,0,4,0.95,Magasin,Espèces,Non,Étienne Da Costa,29,M,Yaoundé
11130,C23065,Riz 5kg,Alimentaire,3,3930,11790,1,Champions,2020-02-28,0,3,0.93,En ligne,Espèces,Non,Yves Gilbert,60,M,Douala
11131,C11487,Ordinateur portable,Électronique,1,194822,194822,1,Perdus,2022-08-19,0,1,0.55,Mobile,Carte bancaire,Oui,André Bouchet-Brunet,57,M,Douala
11132,C23786,Abonnement Canal+,Services,3,25000,75000,1,À risque,2020-05-16,1,2,0.08,Mobile,Espèces,Non,Sylvie Perret-Blin,26,M,Yaoundé
11133,C16585,Savon,Hygiène,1,3677,3677,1,Perdus,2022-12-17,0,4,0.44,Mobile,Mobile Money,Oui,Auguste Mendès,54,F,Yaoundé
11134,C24698,Biscuits,Alimentaire,5,4915,24575,1,Perdus,2021-05-11,0,1,0.54,Magasin,Espèces,Non,Charles Bègue,61,F,Maroua
11135,C20536,Riz 5kg,Alimentaire,5,3289,16445,1,Perdus,2019-10-04,0,2,0.36,Magasin,Mobile Money,Non,Jeanne Berthelot,51,F,Yaoundé
11136,C25652,Huile 1L,Alimentaire,3,1890,5670,1,Potentiels,2023-09-18,0,4,0.2,Magasin,Mobile Money,Oui,Margaret Dupuy,51,F,Yaoundé
11137,C12457,Télévision,Électronique,1,200804,200804,1,À risque,2020-07-17,0,5,0.04,En ligne,Mobile Money,Oui,Guillaume Perrin,43,M,Yaoundé
11138,C42919,Recharge mobile,Services,4,40772,163088,1,Fidèles,2019-02-13,0,3,0.71,Mobile,Mobile Money,Non,Zacharie Couturier-Camus,49,F,Douala
11139,C09815,Jus naturel,Alimentaire,1,3368,3368,1,À risque,2020-09-16,0,2,0.78,En ligne,Mobile Money,Non,Danielle Dijoux-Baron,23,F,Ngaoundéré
11140,C29590,Chemise,Textile,2,81675,163350,1,À risque,2020-08-21,0,3,0.07,En ligne,Espèces,Non,Marthe Coste,25,M,Yaoundé
11141,C39283,Jus naturel,Alimentaire,1,1539,1539,1,Potentiels,2019-06-30,0,1,0.72,En ligne,Carte bancaire,Non,Susan Le Bertin,34,M,Douala
11142,C45599,Jus naturel,Alimentaire,1,932,932,1,À risque,2020-05-11,0,3,0.89,Magasin,Espèces,Non,Agnès Henry,57,M,Maroua
0,C37825,Riz 5kg,Alimentaire,0,0,0,0,À risque,2022-07-26,0,3,0.14,0,Mobile Money,Non,Théophile Chevalier Le Faivre,63,M,Douala
11143,C12928,Gel douche,Hygiène,2,1018,2036,1,Champions,2023-08-13,0,1,0.77,En ligne,Mobile Money,Non,Édith Rousset-Huet,46,M,Douala
11144,C08156,Cahier,Papeterie,3,2491,7473,1,Potentiels,2019-04-23,0,4,0.66,Mobile,Espèces,Non,Victor Gautier,43,F,Maroua
11145,C00250,Jus naturel,Alimentaire,1,4068,4068,1,Perdus,2022-08-15,0,3,0.21,Magasin,Espèces,Non,Élisabeth Richard du Garnier,69,M,Yaoundé
0,C24347,Matelas,Maison,0,0,0,0,À risque,2019-01-04,0,1,0.35,0,Carte bancaire,Oui,Andrée-Lorraine Marie,36,F,Douala
11146,C42199,Casque audio,Électronique,5,421534,2107670,1,Perdus,2022-04-16,0,1,0.9,En ligne,Mobile Money,Non,Maurice Buisson,69,M,Garoua
11147,C03814,Chemise,Textile,2,98103,196206,1,Perdus,2019-09-11,0,3,0.64,Magasin,Mobile Money,Non,Jérôme du Lefèvre,20,M,Douala
11148,C35570,Chaussures,Textile,1,50196,50196,1,Potentiels,2023-11-01,0,5,0.31,Magasin,Carte bancaire,Non,Christelle Gros,29,F,Yaoundé
11149,C21200,Stylo,Papeterie,4,13005,52020,1,Perdus,2021-09-16,0,4,0.79,En ligne,Mobile Money,Oui,Amélie Georges du Blot,32,M,Yaoundé
11150,C56926,Riz 5kg,Alimentaire,3,1329,3987,1,Perdus,2021-10-19,0,2,0.16,En ligne,Espèces,Non,Hélène Vincent,39,F,Douala
11151,C46577,Peinture,Bricolage,5,22679,113395,1,À risque,2019-10-27,0,1,0.98,Magasin,Mobile Money,Oui,Jules Moulin,66,F,Douala
11152,C14587,Chaise,Maison,1,32440,32440,1,Fidèles,2021-09-11,0,2,0.95,Mobile,Mobile Money,Non,Corinne-Julie Loiseau,55,F,Douala
11153,C36512,Ordinateur portable,Électronique,3,379101,1137303,1,Potentiels,2020-02-18,0,4,0.72,Magasin,Mobile Money,Non,Gilles-Luc David,34,F,Bertoua
11154,C51910,Recharge mobile,Services,3,14665,43995,1,Perdus,2019-07-20,1,4,0.74,En ligne,Mobile Money,Oui,Victoire Pottier du Bourgeois,21,M,Bafoussam
11155,C36413,Smartphone,Électronique,2,273142,546284,1,À risque,2023-03-10,0,4,0.34,Magasin,Carte bancaire,Oui,Sylvie Pruvost,30,F,Douala
11156,C49394,Jus naturel,Alimentaire,3,4898,14694,1,À risque,2019-01-23,0,1,0.62,Mobile,Carte bancaire,Non,Lucie-Philippine Charpentier,27,F,Yaoundé
11157,C30370,Jus naturel,Alimentaire,2,3508,7016,1,À risque,2023-10-21,0,2,0.97,En ligne,Mobile Money,Non,Matthieu Dufour,68,F,Yaoundé
11158,C58498,Gel douche,Hygiène,3,5923,17769,1,Perdus,2020-12-17,0,3,0.4,Magasin,Carte bancaire,Oui,Anne Nicolas,54,F,Douala
11159,C54066,Smartphone,Électronique,5,278604,1393020,1,À risque,2022-05-29,0,4,0.08,Mobile,Mobile Money,Non,Aimé-Alain Courtois,22,M,Yaoundé
11160,C23145,Biscuits,Alimentaire,5,1291,6455,1,Fidèles,2019-11-08,0,2,0.9,Mobile,Mobile Money,Non,Adélaïde Dijoux,30,F,Yaoundé
11161,C36872,Biscuits,Alimentaire,1,2433,2433,1,Fidèles,2021-04-12,0,2,0.21,Magasin,Espèces,Non,Élodie Robert,52,F,Yaoundé
11162,C31431,Savon,Hygiène,1,4793,4793,1,Potentiels,2019-05-04,0,5,0.79,En ligne,Mobile Money,Non,Christophe Philippe-Morin,48,F,Douala
11163,C07611,Riz 5kg,Alimentaire,3,3737,11211,1,Fidèles,2021-12-28,0,4,0.33,Magasin,Mobile Money,Non,Éléonore Nicolas,53,F,Yaoundé
11164,C06701,Casque audio,Électronique,2,432891,865782,1,Potentiels,2020-04-03,0,4,0.03,En ligne,Carte bancaire,Non,Lucas Pons du Cordier,48,M,Douala
11165,C01170,Ciment,Bricolage,1,51357,51357,1,Fidèles,2021-04-06,0,4,0.67,Magasin,Mobile Money,Non,Édouard Rey,57,F,Douala
11166,C13803,Table,Maison,2,17185,34370,1,Champions,2023-12-23,0,4,0.44,Magasin,Mobile Money,Non,Margot Gosselin,24,F,Douala
11167,C46985,Lait en poudre,Alimentaire,2,964,1928,1,Fidèles,2023-01-26,0,3,0.86,En ligne,Mobile Money,Oui,Thibault Gautier,23,M,Douala
11168,C39428,Ordinateur portable,Électronique,5,460168,2300840,1,Champions,2023-01-16,0,5,0.4,Magasin,Espèces,Non,Charles Raymond-Dufour,22,M,Douala
0,C33067,Lait en poudre,Alimentaire,0,0,0,0,À risque,2023-08-25,0,4,0.25,0,Mobile Money,Non,Daniel Lambert,40,M,Maroua
11169,C01585,Chaise,Maison,4,76587,306348,1,Potentiels,2021-08-10,0,2,0.29,Mobile,Espèces,Non,Georges Faure du Maillet,61,F,Ngaoundéré
11170,C00982,Huile 1L,Alimentaire,3,1753,5259,1,À risque,2019-08-08,0,3,0.91,En ligne,Espèces,Non,Élise Guillet,45,F,Douala
11171,C05321,Peinture,Bricolage,1,71606,71606,1,Perdus,2019-09-27,0,2,0.7,Magasin,Espèces,Non,Élodie de Marques,57,M,Douala
11172,C08521,Vitamines,Santé,2,9921,19842,1,Potentiels,2019-10-15,0,5,0.59,Magasin,Espèces,Non,Jacques Marty de la Vincent,31,M,Garoua
11173,C25325,Mixeur,Électroménager,4,150398,601592,1,Potentiels,2023-12-05,0,1,0.88,Magasin,Espèces,Non,Jeannine Renard,47,M,Douala
11174,C13924,Sac à main,Textile,4,3116,12464,1,À risque,2021-11-22,0,4,0.08,Magasin,Mobile Money,Oui,Joseph-Alain Breton,32,M,Yaoundé
11175,C16598,Lait en poudre,Alimentaire,4,1496,5984,1,Fidèles,2020-05-07,0,4,0.99,Magasin,Mobile Money,Non,Adrienne Allard,19,M,Maroua
11176,C33178,Rideaux,Maison,2,127045,254090,1,Potentiels,2019-11-13,0,1,0.61,Magasin,Mobile Money,Non,Hortense Maillard,39,M,Bafoussam
11177,C32327,Huile 1L,Alimentaire,5,1790,8950,1,Potentiels,2021-10-01,0,3,0.16,Magasin,Mobile Money,Oui,Honoré de la Richard,68,M,Douala
11178,C05273,Riz 5kg,Alimentaire,1,1935,1935,1,Fidèles,2022-07-25,0,1,0.05,Magasin,Mobile Money,Non,Dorothée Delmas-Marin,18,M,Yaoundé
0,C06638,Dentifrice,Hygiène,0,0,0,0,Perdus,2021-04-13,0,1,0.34,0,Mobile Money,Non,Olivier Arnaud,62,M,Garoua
11179,C44537,Biscuits,Alimentaire,3,4216,12648,1,Perdus,2022-04-24,0,1,0.35,Magasin,Mobile Money,Non,Andrée Marion,42,F,Yaoundé
11180,C04681,Forfait Internet,Services,5,92190,460950,1,Perdus,2019-08-08,0,2,0.58,Magasin,Espèces,Non,Daniel Lombard-Da Silva,18,F,Yaoundé
11181,C30328,Vitamines,Santé,2,34815,69630,1,Potentiels,2023-04-09,0,5,0.98,Magasin,Mobile Money,Non,Olivier Diaz,42,M,Garoua
11182,C53596,Forfait Internet,Services,3,2156,6468,1,Perdus,2020-04-17,0,2,0.38,Magasin,Espèces,Non,Christiane Nicolas-Dias,65,M,Douala
11183,C01503,Marteau,Bricolage,1,12331,12331,1,À risque,2022-03-22,0,2,0.41,Magasin,Carte bancaire,Oui,Arnaude Rolland,53,F,Yaoundé
11184,C04585,Forfait Internet,Services,2,27060,54120,1,Champions,2022-11-24,0,1,0.53,Magasin,Espèces,Oui,Thibault Martinez,30,F,Ngaoundéré
11185,C40504,Dentifrice,Hygiène,1,2974,2974,1,Fidèles,2022-10-20,0,4,0.39,Magasin,Mobile Money,Oui,Laurence Fouquet,57,F,Garoua
11186,C23460,Biscuits,Alimentaire,1,3116,3116,1,Potentiels,2019-04-28,0,2,0.1,Magasin,Espèces,Non,Eugène-Zacharie Noël,39,F,Maroua
11187,C31861,Lait en poudre,Alimentaire,5,3322,16610,1,Perdus,2021-04-28,0,2,0.85,Magasin,Mobile Money,Non,Joseph Ruiz,58,M,Ngaoundéré
11188,C23921,Peinture,Bricolage,1,54765,54765,1,Perdus,2022-05-14,0,3,0.03,Magasin,Espèces,Non,Juliette Ferreira Le Weiss,62,M,Yaoundé
11189,C31080,Biscuits,Alimentaire,3,1607,4821,1,Perdus,2020-07-08,0,3,0.5,Magasin,Mobile Money,Non,Guillaume Charrier,35,M,Douala
11190,C59291,Dentifrice,Hygiène,2,6051,12102,1,Champions,2023-08-31,0,5,0.4,Mobile,Mobile Money,Non,Michel Delaunay,29,M,Douala
11191,C21645,Forfait Internet,Services,5,35454,177270,1,Potentiels,2022-04-06,0,3,0.07,Magasin,Espèces,Non,Michèle Loiseau,37,F,Douala
0,C47393,Ventilateur,Électroménager,0,0,0,0,Champions,2022-04-04,0,3,0.62,0,Espèces,Non,Lucy Salmon,34,F,Yaoundé
11192,C49832,Pantalon,Textile,3,44151,132453,1,À risque,2019-05-03,0,4,0.07,En ligne,Espèces,Non,Émile Simon du Martins,27,F,Douala
11193,C32646,Peinture,Bricolage,3,64109,192327,1,Potentiels,2022-05-26,0,1,0.71,En ligne,Mobile Money,Oui,Renée Poulain,39,F,Yaoundé
11194,C12054,Huile 1L,Alimentaire,3,1208,3624,1,Champions,2023-07-24,0,3,0.11,Magasin,Espèces,Non,Célina Guyon,58,M,Yaoundé
11195,C06483,Ciment,Bricolage,5,51430,257150,1,Perdus,2022-06-03,0,3,0.98,Mobile,Espèces,Non,Bernard-Honoré Hervé,59,F,Douala
11196,C49201,Jus naturel,Alimentaire,5,3243,16215,1,À risque,2023-01-23,0,3,0.11,Magasin,Carte bancaire,Oui,Timothée Verdier,41,M,Yaoundé
11197,C06209,Smartphone,Électronique,4,485392,1941568,1,À risque,2019-06-05,0,5,0.38,Mobile,Mobile Money,Oui,Jeanne Meyer Le Morel,60,F,Douala
11198,C09445,Matelas,Maison,5,76437,382185,1,Fidèles,2023-07-23,0,3,0.26,En ligne,Carte bancaire,Oui,Anouk Humbert,56,F,Yaoundé
11199,C16247,Lait en poudre,Alimentaire,3,3885,11655,1,Fidèles,2022-03-17,0,4,0.14,Magasin,Mobile Money,Oui,Camille Didier-Dupré,60,F,Ngaoundéré
11200,C37866,Lait en poudre,Alimentaire,1,4104,4104,1,Fidèles,2023-07-04,0,3,0.01,Magasin,Mobile Money,Oui,Hugues Leroux,52,F,Yaoundé
11201,C18565,Lait infantile,Santé,3,34287,102861,1,À risque,2021-11-07,0,5,0.41,En ligne,Carte bancaire,Non,Lucie Garnier,45,F,Yaoundé
11202,C22012,Forfait Internet,Services,4,72699,290796,1,Champions,2023-04-09,0,1,0.2,Magasin,Espèces,Non,Sophie Allain-Hubert,69,F,Douala
11203,C47916,Cahier,Papeterie,4,7791,31164,1,Champions,2020-04-01,0,2,0.93,Magasin,Mobile Money,Non,Martine-Victoire Lecomte,27,M,Douala
11204,C24656,Recharge mobile,Services,5,68068,340340,1,Fidèles,2019-11-24,0,3,1.0,Mobile,Espèces,Non,Capucine Lévêque,28,F,Yaoundé
11205,C38776,Riz 5kg,Alimentaire,3,738,2214,1,Champions,2022-06-02,0,1,0.12,En ligne,Mobile Money,Non,Nathalie Chevalier,61,M,Yaoundé
11206,C24398,Smartphone,Électronique,2,108282,216564,1,Fidèles,2019-01-20,0,4,0.22,En ligne,Carte bancaire,Non,Juliette Joly-Lévy,55,F,Douala
0,C25185,Riz 5kg,Alimentaire,0,0,0,0,Champions,2020-07-24,0,1,0.44,0,Mobile Money,Non,Alphonse-Théodore Rivière,27,M,Douala
11207,C27760,Paracétamol,Santé,1,30078,30078,1,À risque,2019-12-07,0,5,0.64,Mobile,Mobile Money,Non,Édith Martinez-Lamy,34,M,Douala
11208,C31221,Lait en poudre,Alimentaire,1,4165,4165,1,À risque,2019-07-09,0,5,0.25,Magasin,Espèces,Oui,Adrienne Samson,52,M,Yaoundé
11209,C01715,Riz 5kg,Alimentaire,1,4304,4304,1,Fidèles,2021-06-27,0,1,0.77,En ligne,Espèces,Non,Adèle Roux,21,M,Yaoundé
11210,C47254,Biscuits,Alimentaire,1,3938,3938,1,À risque,2019-07-04,0,5,0.39,En ligne,Mobile Money,Non,Geneviève Martineau,58,M,Ngaoundéré
11211,C44090,Shampoing,Hygiène,1,4766,4766,1,Potentiels,2022-08-10,0,1,0.63,En ligne,Mobile Money,Non,Matthieu Weber-Fournier,55,F,Garoua
11212,C13515,Riz 5kg,Alimentaire,3,3148,9444,1,Perdus,2021-08-15,0,3,0.57,Magasin,Mobile Money,Non,Sylvie Dos Santos,34,M,Douala
11213,C00658,Lait en poudre,Alimentaire,3,4680,14040,1,Fidèles,2023-08-09,0,5,0.57,Magasin,Espèces,Non,Auguste Martel,53,M,Douala
11214,C41938,Savon,Hygiène,5,5129,25645,1,Perdus,2019-05-26,0,2,0.89,Magasin,Espèces,Oui,Nicole Millet,66,M,Garoua
11215,C39299,Smartphone,Électronique,5,345170,1725850,1,Champions,2021-07-30,0,2,0.91,Magasin,Espèces,Non,Maurice Grondin,40,F,Douala
11216,C36482,Chaise,Maison,5,90208,451040,1,Potentiels,2023-07-07,0,1,0.5,Magasin,Mobile Money,Non,Sabine Rolland,50,F,Ngaoundéré
11217,C33204,Jus naturel,Alimentaire,4,3498,13992,1,Perdus,2021-02-03,0,3,0.56,Magasin,Espèces,Non,Isaac Gillet-Bègue,41,F,Douala
11218,C53444,Chemise,Textile,1,54286,54286,1,Potentiels,2023-11-16,0,3,0.48,En ligne,Mobile Money,Non,Catherine Guilbert,51,F,Bertoua
11219,C44265,Chaussures,Textile,2,30314,60628,1,À risque,2020-02-27,0,2,0.35,Magasin,Espèces,Oui,Georges Étienne,41,F,Bafoussam
11220,C17557,Huile 1L,Alimentaire,2,3555,7110,1,Champions,2021-06-10,0,4,0.63,Magasin,Mobile Money,Non,Élise Besnard-Peron,22,M,Yaoundé
11221,C38132,Huile 1L,Alimentaire,1,1834,1834,1,À risque,2020-03-30,0,1,0.3,Magasin,Espèces,Oui,Matthieu Pruvost-Salmon,63,F,Douala
0,C10743,Ordinateur portable,Électronique,0,0,0,0,Fidèles,2020-12-11,0,2,0.2,0,Mobile Money,Oui,Aurore Bernard,35,F,Yaoundé
11222,C42522,Jus naturel,Alimentaire,3,1264,3792,1,Champions,2023-03-26,0,2,0.3,En ligne,Mobile Money,Oui,Michel Huet-Delmas,43,M,Yaoundé
11223,C19346,Gel douche,Hygiène,1,3311,3311,1,À risque,2020-02-02,0,1,0.12,En ligne,Mobile Money,Non,Grégoire du Renaud,65,F,Yaoundé
11224,C20689,Lait en poudre,Alimentaire,5,584,2920,1,Perdus,2023-03-13,0,2,0.2,Magasin,Espèces,Non,Jeanne Martin,69,F,Yaoundé
11225,C00412,Cuisinière,Électroménager,1,65311,65311,1,Champions,2022-07-24,0,2,0.06,Magasin,Mobile Money,Oui,Maryse Moreau,59,F,Yaoundé
11226,C05162,Ventilateur,Électroménager,4,262422,1049688,1,Perdus,2023-09-16,0,5,0.47,Magasin,Mobile Money,Non,Zacharie Guichard,59,M,Garoua
11227,C12403,Ventilateur,Électroménager,5,19013,95065,1,Perdus,2023-01-01,0,2,0.64,En ligne,Carte bancaire,Non,Benjamin Thierry,54,M,Douala
11228,C16003,Biscuits,Alimentaire,5,3825,19125,1,Fidèles,2023-01-03,0,1,0.43,Magasin,Mobile Money,Non,Corinne Renard,35,M,Yaoundé
11229,C39392,Abonnement Canal+,Services,4,25000,100000,1,Fidèles,2019-01-05,1,1,0.92,Magasin,Espèces,Oui,Joséphine Blanchet,59,M,Garoua
11230,C12416,Huile 1L,Alimentaire,3,3795,11385,1,Potentiels,2020-08-02,0,5,0.78,En ligne,Espèces,Non,Honoré Jacquet,27,F,Douala
11231,C06810,Vitamines,Santé,5,39525,197625,1,Fidèles,2019-05-19,0,3,0.75,Magasin,Mobile Money,Non,Zacharie Moulin-Lucas,64,F,Garoua
11232,C26271,Sirop toux,Santé,4,45316,181264,1,À risque,2020-12-22,0,1,0.43,Magasin,Mobile Money,Non,Victor Le Blondel,68,M,Douala
11233,C05000,Recharge mobile,Services,1,27873,27873,1,Fidèles,2020-04-24,0,2,0.14,Mobile,Mobile Money,Non,Tristan Alves,36,M,Douala
11234,C54252,Cartable,Papeterie,3,14242,42726,1,Potentiels,2019-01-06,0,5,0.4,Magasin,Mobile Money,Non,Juliette Vaillant,36,F,Bertoua
11235,C40738,Dentifrice,Hygiène,5,5317,26585,1,Fidèles,2020-04-11,0,2,0.79,En ligne,Mobile Money,Non,Stéphanie Besson,42,F,Douala
11236,C03852,Dentifrice,Hygiène,4,6156,24624,1,À risque,2019-05-22,0,4,0.09,Magasin,Mobile Money,Oui,François Grenier,61,M,Yaoundé
11237,C45496,Biscuits,Alimentaire,4,4409,17636,1,À risque,2022-04-22,0,1,0.8,Magasin,Mobile Money,Non,André Chevallier,19,F,Ngaoundéré
11238,C38923,Shampoing,Hygiène,3,5700,17100,1,Perdus,2019-06-21,0,1,0.74,En ligne,Mobile Money,Non,Michèle Philippe,42,F,Douala
11239,C21717,Chaise,Maison,4,53323,213292,1,À risque,2020-07-07,0,5,0.8,Mobile,Mobile Money,Non,Sylvie de Parent,32,M,Yaoundé
11240,C50955,Lait en poudre,Alimentaire,3,3468,10404,1,À risque,2020-07-21,0,2,0.54,Magasin,Mobile Money,Non,Honoré Le Torres,45,M,Douala
11241,C52774,Abonnement Canal+,Services,5,25000,125000,1,Potentiels,2020-06-24,0,3,0.63,En ligne,Mobile Money,Non,Alexandre Toussaint,18,F,Yaoundé
